label,area_cm2,mass_g,mass_extracted_g,leaves_extracted,extractionFailed,rewashed,leaf_broken,slaOnly,region,site,species,indiv,notes
1_1_1_1,0.1967842573,0.0092,0.042,4,,,,,1,1,1,1,
1_1_1_2,0.2519798416,0.0093,0.041,3,,,,,1,1,1,2,
1_1_1_3,0.2999760019,0.0092,0.038,4,,,,,1,1,1,3,
1_1_1_4,0.2231821454,0.0105,0.043,3,,,,,1,1,1,4,
1_1_1_5,0.1943844492,0.0088,0.042,3,,,,,1,1,1,5,
1_1_1_6,0.3911687065,0.0125,0.042,2,,,,,1,1,1,6,
1_1_1_7,0.4055675546,0.0069,0.043,3,,,,,1,1,1,7,
1_1_1_8,NA,NA,NA,NA,,,,,1,1,1,8,
1_1_1_9,NA,NA,NA,NA,,,,,1,1,1,9,
1_1_1_10,NA,NA,NA,NA,,,,,1,1,1,10,
1_1_2_1,0.1103911687,0.0017,0.045,10,,,,,1,1,2,1,
1_1_2_2,0.1175905928,0.0029,0.033,6,,,,,1,1,2,2,
1_1_2_3,0.1655867531,0.0035,0.021,6,,,,,1,1,2,3,
1_1_2_4,0.09119270458,0.0011,0.027,6,,,,,1,1,2,4,
1_1_2_5,0.158387329,0.0039,0.029,7,,,,,1,1,2,5,
1_1_2_6,0.2111831054,0.0052,0.043,5,,,,,1,1,2,6,
1_1_2_7,0.08879289657,0.0015,0.029,6,,,,,1,1,2,7,
1_1_2_8,0.1151907847,0.0028,0.04,5,,,,,1,1,2,8,
1_1_2_9,0.1055915527,0.0028,0.024,6,,,,,1,1,2,9,
1_1_2_10,NA,NA,NA,NA,,,,,1,1,2,10,
1_1_3_1,0.123,0.001,0.049,10,,,,,1,1,3,1,
1_1_3_2,0.14,0.0015,0.05,9,,,,,1,1,3,2,
1_1_3_3,0.08,0.001,0.043,11,,,,,1,1,3,3,
1_1_3_4,0.16,0.0015,0.049,14,,,,,1,1,3,4,
1_1_3_5,0.17,0.0015,0.045,11,,,,,1,1,3,5,
1_1_3_6,0.11,0.0013,0.045,14,,,,,1,1,3,6,
1_1_3_7,0.13,0.0015,0.047,11,,,,,1,1,3,7,
1_1_3_8,0.13,0.0013,0.049,11,,,,,1,1,3,8,
1_1_3_9,0.08,0.0008,0.045,10,,,,,1,1,3,9,
1_1_3_10,0.07,0.0007,0.045,18,,,,,1,1,3,10,
1_1_4_1,NA,NA,0.049,3,,,,,1,1,4,1,
1_1_4_2,1.027837773,0.094,0.048,2,,,,,1,1,4,2,
1_1_4_3,NA,NA,0.045,1,,,,,1,1,4,3,
1_1_4_4,1.385169186,0.078,0.044,1,,,,,1,1,4,4,
1_1_4_5,1.164146868,0.077,0.05,2,,,,,1,1,4,5,
1_1_4_6,2.382289417,0.0163,0.049,1,,,,,1,1,4,6,
1_1_4_7,1.806815455,0.0106,0.044,1,,,,,1,1,4,7,
1_1_4_8,1.496520278,0.0091,0.048,1,,,,,1,1,4,8,
1_1_4_9,1.881689465,0.0144,0.043,1,,,,,1,1,4,9,
1_1_4_10,NA,NA,0.049,1,,,,,1,1,4,10,
1_1_5_1,0.3342932565,0.0044,0.043,1,,,,,1,1,5,1,
1_1_5_2,0.4998800096,0.0037,0.043,1,,,,,1,1,5,2,
1_1_5_3,0.476361891,0.0039,0.047,1,,,,,1,1,5,3,
1_1_5_4,NA,NA,0.049,1,,,,,1,1,5,4,
1_1_5_5,0.1627069834,0.0012,0.047,1,,,,,1,1,5,5,
1_1_5_6,1.038156947,0.0091,0.047,1,,,,,1,1,5,6,
1_1_5_7,0.6021118311,0.0036,0.047,1,,,,,1,1,5,7,
1_1_5_8,0.2966162707,0.0022,0.047,1,,,,,1,1,5,8,
1_1_5_9,0.2930165587,0.0024,0.045,1,,,,,1,1,5,9,
1_1_5_10,NA,NA,0.046,1,,,,,1,1,5,10,
1_1_6_1,4.063114951,0.0571,0.05,1,yes,,,,1,1,6,1,
1_1_6_2,3.553635709,0.0637,0.045,1,,,,,1,1,6,2,
1_1_6_3,1.671466283,0.0117,0.047,1,,,,,1,1,6,3,
1_1_6_4,NA,NA,0.048,1,,,,,1,1,6,4,
1_1_6_5,NA,NA,0.045,1,,,,,1,1,6,5,
1_1_6_6,NA,NA,0.048,1,,,,,1,1,6,6,
1_1_6_7,NA,NA,0.047,1,,,,,1,1,6,7,
1_1_6_8,NA,NA,0.047,1,,,,,1,1,6,8,
1_1_6_9,NA,NA,0.045,1,,,,,1,1,6,9,
1_1_6_10,NA,NA,0.049,1,,,,,1,1,6,10,
1_1_7_1,0.02495800336,NA,0.047,45,,,,,1,1,7,1,
1_1_7_2,0.02159827214,NA,0.046,50,,,,,1,1,7,2,
1_1_7_3,0.0158387329,NA,0.048,22,,,,,1,1,7,3,
1_1_7_4,0.05207583393,NA,0.049,29,,,,,1,1,7,4,
1_1_7_5,0.01871850252,NA,0.049,42,,,,,1,1,7,5,
1_1_7_6,0.02423806096,NA,0.049,29,,,,,1,1,7,6,
1_1_7_7,0.03575713943,NA,0.047,58,,,,,1,1,7,7,
1_1_7_8,0.031437485,NA,0.048,24,,,,,1,1,7,8,
1_1_7_9,0.04919606431,NA,0.048,20,,,,,1,1,7,9,
1_1_7_10,0.02951763859,NA,0.05,38,,,,,1,1,7,10,
1_2_1_1,15.41,0.0927,0.046,partial,,,,slaOnly,1,2,1,1,
1_2_1_2,8.94,0.0306,0.05,partial,,,,slaOnly,1,2,1,2,
1_2_1_3,19.82,0.0996,0.047,partial,,,,slaOnly,1,2,1,3,
1_2_1_4,10.1,0.0555,0.048,partial,,,,slaOnly,1,2,1,4,
1_2_1_5,9.41,0.0423,0.043,partial,,,,slaOnly,1,2,1,5,
1_2_1_6,NA,NA,0.049,partial,,,,slaOnly,1,2,1,6,
1_2_1_7,10.41,0.0713,0.05,partial,,,,slaOnly,1,2,1,7,
1_2_1_8,11.06,0.059,0.044,partial,,,,slaOnly,1,2,1,8,
1_2_1_9,12.9,0.0735,0.046,partial,,,,slaOnly,1,2,1,9,
1_2_1_10,9.07,0.0721,0.05,partial,,,,slaOnly,1,2,1,10,
1_2_2_1,0.73,0.0063,0.045,partial,,,,,1,2,2,1,
1_2_2_2,0.83,0.0094,0.05,partial,,,,,1,2,2,2,
1_2_2_3,1.06,0.0112,0.046,partial,,,,,1,2,2,3,
1_2_2_4,0.6,0.0078,0.048,partial,,,,,1,2,2,4,
1_2_2_5,0.62,0.0087,0.046,partial,,,,,1,2,2,5,
1_2_2_6,0.48,0.0087,0.046,partial,,,,,1,2,2,6,
1_2_2_7,0.52,0.0093,0.045,partial,,,,,1,2,2,7,
1_2_2_8,1.1,0.0262,0.049,partial,,,,,1,2,2,8,
1_2_2_9,0.58,0.0069,0.05,partial,,,,,1,2,2,9,
1_2_2_10,0.67,0.0103,0.047,partial,,,,,1,2,2,10,
1_2_3_1,4.16,0.0161,0.048,partial,,,,,1,2,3,1,
1_2_3_2,4.46,0.0166,0.044,partial,,,,,1,2,3,2,
1_2_3_3,3.08,0.0134,0.043,partial,,,,,1,2,3,3,
1_2_3_4,3.07,0.0164,0.047,partial,,,,,1,2,3,4,
1_2_3_5,4.645068395,NA,0.044,partial,,,,,1,2,3,5,
1_2_3_6,8.215982721,NA,0.046,partial,,,,,1,2,3,6,
1_2_3_7,3.012718982,NA,0.049,partial,,,,,1,2,3,7,
1_2_3_8,2.738420926,NA,0.044,partial,,,,,1,2,3,8,
1_2_3_9,10.02,NA,0.046,partial,,,,,1,2,3,9,
1_2_3_10,5.92,0.0224,0.045,partial,,,,,1,2,3,10,
1_2_4_1,0.13,0.0036,0.0327,5,,,,,1,2,4,1,
1_2_4_2,0.13,0.0033,0.0304,3,,,,,1,2,4,2,
1_2_4_3,0.11,0.0024,0.0348,8,,,,,1,2,4,3,
1_2_4_4,0.13,0.0028,0.036,5,,,,,1,2,4,4,
1_2_4_5,0.11,0.0036,0.0404,4,,,,,1,2,4,5,
1_2_4_6,0.16,0.0038,0.0418,6,,,,,1,2,4,6,
1_2_4_7,0.097,0.0022,0.0299,4,,,,,1,2,4,7,
1_2_4_8,0.09,0.0026,0.0333,7,,,,,1,2,4,8,
1_2_4_9,0.11,0.0019,0.0316,9,,,,,1,2,4,9,
1_2_4_10,0.11,0.0034,0.0352,7,,,,,1,2,4,10,
1_2_5_1,0.26,0.0046,0.0293,3,,,,,1,2,5,1,
1_2_5_2,0.31,0.0076,0.0406,4,,,,,1,2,5,2,
1_2_5_3,0.34,0.0109,0.0444,2,,,,,1,2,5,3,
1_2_5_4,0.2,0.0039,0.039,3,,,,,1,2,5,4,
1_2_5_5,0.34,0.0084,0.0408,3,,,,,1,2,5,5,
1_2_5_6,0.23,0.0046,0.035,4,,,,,1,2,5,6,
1_2_5_7,0.3,0.0068,0.0407,3,,,,,1,2,5,7,
1_2_5_8,0.38,0.0118,0.478,3,,,,,1,2,5,8,
1_2_5_9,0.38,0.011,0.0463,3,,,,,1,2,5,9,
1_2_5_10,0.3,0.0057,0.0425,3,,,,,1,2,5,10,
1_2_6_1,8.18574514,0.0703,0.046,partial,,,,,1,2,6,1,
1_2_6_2,7.187425006,0.0562,0.048,partial,,,,,1,2,6,2,
1_2_6_3,9.11687065,0.057,0.048,partial,,,,,1,2,6,3,
1_2_6_4,10.79673626,0.0838,0.045,partial,,,,,1,2,6,4,
1_2_6_5,5.358771298,0.0498,0.046,partial,,,,,1,2,6,5,
1_2_6_6,7.523398128,0.0636,0.047,partial,,,,,1,2,6,6,
1_2_6_7,6.767458603,0.0515,0.044,partial,,,,,1,2,6,7,
1_2_6_8,10.61915047,0.0748,0.044,partial,,,,,1,2,6,8,
1_2_6_9,4.228461723,0.0284,0.05,partial,,,yes,,1,2,6,9,
1_2_6_10,4.826013919,0.0356,0.045,partial,,,,,1,2,6,10,
1_2_7_1,6.89,0.0517,0.045,partial,,,,,1,2,7,1,
1_2_7_2,8.24,0.0609,0.045,partial,,,,,1,2,7,2,
1_2_7_3,9.16,0.0756,0.046,partial,,,,,1,2,7,3,
1_2_7_4,11.03,0.0958,0.05,partial,,,,,1,2,7,4,
1_2_7_5,8.95,0.0956,0.048,partial,,,,,1,2,7,5,
1_2_7_6,7.73,0.0705,0.046,partial,,,,,1,2,7,6,
1_2_7_7,7.3,0.0631,0.05,partial,,,,,1,2,7,7,
1_2_7_8,9.22,0.0809,0.048,partial,,,,,1,2,7,8,
1_2_7_9,14.59,0.0945,0.05,partial,,,,,1,2,7,9,
1_2_7_10,8.34,0.0668,0.049,partial,,,,,1,2,7,10,
1_3_1_1,0.24,0.0061,0.046,7,,,,,1,3,1,1,
1_3_1_2,0.14,0.0026,0.048,6,,,,,1,3,1,2,
1_3_1_3,0.22,0.0075,0.05,5,,,,,1,3,1,3,
1_3_1_4,0.15,0.0037,0.046,7,,,,,1,3,1,4,
1_3_1_5,0.14,0.0052,0.49,5,,,,,1,3,1,5,
1_3_1_6,0.13,0.0032,0.046,7,,,,,1,3,1,6,
1_3_1_7,0.15,0.0041,0.047,6,,,,,1,3,1,7,
1_3_1_8,0.14,0.0037,0.048,7,,,,,1,3,1,8,
1_3_1_9,0.13,0.0038,0.048,9,,,,,1,3,1,9,
1_3_1_10,0.18,0.0048,0.048,8,,,,,1,3,1,10,
1_3_2_1,0.495800336,0.0018,0.0334,8,,,no,,1,3,2,1,
1_3_2_2,0.4900407967,0.0017,0.0382,7,,,yes,,1,3,2,2,
1_3_2_3,0.7744180466,0.0044,0.0433,6,,,no,,1,3,2,3,
1_3_2_4,0.8039356851,NA,0.0376,5,,,,,1,3,2,4,
1_3_2_5,0.6335493161,0.0026,0.0333,5,,,no,,1,3,2,5,
1_3_2_6,0.4924406048,0.0031,0.0331,6,,,no,,1,3,2,6,
1_3_2_7,0.5766738661,0.0037,0.0338,6,,,no,,1,3,2,7,
1_3_2_8,0.5358771298,0.0029,0.0325,6,,,no,,1,3,2,8,
1_3_2_9,0.7151427886,NA,0.0474,5,,,yes,,1,3,2,9,
1_3_2_10,0.5728341733,0.0034,0.0327,6,,,no,,1,3,2,10,
1_3_3_1,1.16,0.035,0.0224,partial,,,,,1,3,3,1,
1_3_3_2,1.22,0.0414,0.0313,partial,,,,,1,3,3,2,
1_3_3_3,1.21,0.0345,0.0243,partial,,,,,1,3,3,3,
1_3_3_4,0.73,0.0219,0.0271,partial,,,,,1,3,3,4,
1_3_3_5,0.58,0.0173,0.0292,partial,,,,,1,3,3,5,
1_3_3_6,0.93,0.0512,0.0457,partial,,,,,1,3,3,6,
1_3_3_7,1.42,0.042,0.0365,partial,,,,,1,3,3,7,
1_3_3_8,1.05,0.0295,0.0277,partial,,,,,1,3,3,8,
1_3_3_9,1.05,0.0347,0.0415,partial,,,,,1,3,3,9,
1_3_3_10,1.28,0.0307,0.0496,partial,,,,,1,3,3,10,
1_3_4_1,0.8279337653,0.0022,0.0268,7,,,no,,1,3,4,1,
1_3_4_2,1.699064075,0.0043,0.0345,6,,,no,,1,3,4,2,
1_3_4_3,1.231101512,0.0044,0.0248,4,,,no,,1,3,4,3,
1_3_4_4,1.54787617,0.0038,0.0299,6,,,no,,1,3,4,4,
1_3_4_5,0.9119270458,0.0019,0.0251,6,,,no,,1,3,4,5,
1_3_4_6,1.413486921,0.0039,0.0276,5,,,no,,1,3,4,6,
1_3_4_7,1.334293257,0.0028,0.0272,5,,,no,,1,3,4,7,
1_3_4_8,1.084713223,0.0038,0.0248,6,,,no,,1,3,4,8,
1_3_4_9,1.670266379,0.0041,0.0254,6,,,no,,1,3,4,9,
1_3_4_10,1.471082313,0.003,0.0235,4,,,no,,1,3,4,10,
1_3_5_1,0.9908807295,0.0089,0.0408,2,,,,,1,3,5,1,
1_3_5_2,1.275977922,0.0083,0.0448,2,,,,,1,3,5,2,
1_3_5_3,0.7928965683,0.0066,0.0361,3,,,,,1,3,5,3,
1_3_5_4,0.6321094312,0.0037,0.0262,4,,,,,1,3,5,4,
1_3_5_5,0.5387568994,0.0047,0.0272,2,,,,,1,3,5,5,
1_3_5_6,1.316534677,0.0102,0.0412,2,,,,,1,3,5,6,
1_3_5_7,0.8965682745,0.0083,0.0347,3,,,,,1,3,5,7,
1_3_5_8,0.348212143,0.0031,0.0212,7,,,,,1,3,5,8,
1_3_5_9,1.90712743,0.0131,0.0458,1,,,,,1,3,5,9,
1_3_5_10,1.074394048,0.0093,0.036,3,,,,,1,3,5,10,
2_1_1_1,4.95800336,0.0186,0.0452,partial,,,yes,,2,1,1,1,
2_1_1_2,6.301895848,0.0149,0.0392,partial,,yes,no,,2,1,1,2,
2_1_1_3,5.445164387,0.015,0.0339,partial,,,no,,2,1,1,3,
2_1_1_4,2.997360211,0.0096,0.0307,partial,,,yes,,2,1,1,4,
2_1_1_5,3.722102232,0.0136,0.0341,partial,,,no,,2,1,1,5,
2_1_1_6,4.422846172,0.0116,0.0433,partial,,,no,,2,1,1,6,
2_1_1_7,2.50299976,0.0089,0.0363,partial,,,no,,2,1,1,7,
2_1_1_8,5.874730022,0.0125,0.0279,partial,,,no,,2,1,1,8,
2_1_1_9,4.269258459,0.0124,0.0292,1,,,no,,2,1,1,9,
2_1_1_10,2.392608591,0.0061,0.0252,1,,,no,,2,1,1,10,
2_1_2_1,0.34,0.0061,0.0474,2,,,,,2,1,2,1,
2_1_2_2,1.01,0.0228,0.0428,1,,,,,2,1,2,2,
2_1_2_3,0.69,0.012,0.0295,1,,,,,2,1,2,3,
2_1_2_4,0.72,0.0169,0.0324,1,,,,,2,1,2,4,
2_1_2_5,0.47,0.0086,0.0285,2,,,,,2,1,2,5,
2_1_2_6,0.53,0.0082,0.0232,1,,,,,2,1,2,6,
2_1_2_7,0.69,0.0138,0.0356,2,,,,,2,1,2,7,
2_1_2_8,0.71,0.0131,0.0251,1,,,,,2,1,2,8,
2_1_2_9,0.74,0.0149,0.0277,1,,,,,2,1,2,9,
2_1_2_10,0.7,0.0134,0.0292,1,,,,,2,1,2,10,
2_1_3_1,0.64,0.0089,0.0316,1,,,,,2,1,3,1,
2_1_3_2,0.85,0.0066,0.0419,2,,,,,2,1,3,2,
2_1_3_3,1.15,0.0118,0.0373,2,,,,,2,1,3,3,
2_1_3_4,1.14,0.0045,0.0341,1,,,,,2,1,3,4,
2_1_3_5,0.39,0.005,0.0479,2,,,,,2,1,3,5,
2_1_3_6,0.95,0.0078,0.0362,2,,,,,2,1,3,6,
2_1_3_7,0.69,0.0097,0.0325,1,,,,,2,1,3,7,
2_1_3_8,0.96,0.0093,0.0452,1,,,,,2,1,3,8,
2_1_3_9,1.8,0.0209,0.0343,1,,,,,2,1,3,9,
2_1_3_10,1.06,0.0111,0.0438,1,,,,,2,1,3,10,
2_1_4_1,0.12,0.0041,0.0314,6,,,,,2,1,4,1,
2_1_4_2,0.23,0.0082,0.0468,6,,,,,2,1,4,2,
2_1_4_3,0.197,0.0064,0.0336,2,,,,,2,1,4,3,
2_1_4_4,0.18,0.0045,0.0359,5,,,,,2,1,4,4,
2_1_4_5,0.18,0.0054,0.0354,3,,,,,2,1,4,5,
2_1_4_6,0.099,0.0027,0.0413,3,,yes,,,2,1,4,6,
2_1_4_7,0.12,0.0031,0.0307,3,,,,,2,1,4,7,
2_1_4_8,0.099,0.0036,0.0316,4,,,,,2,1,4,8,
2_1_4_9,0.17,0.0078,0.0406,3,,,,,2,1,4,9,
2_1_4_10,0.11,0.0043,0.0364,2,,,,,2,1,4,10,
2_1_5_1,20.06719462,0.0829,0.0299,partial,,,,,2,1,5,1,
2_1_5_2,14.21406287,0.067,0.0373,partial,,,,,2,1,5,2,
2_1_5_3,13.06455484,0.411,0.0221,partial,,,,,2,1,5,3,
2_1_5_4,26.60427166,NA,0.0311,partial,,,,,2,1,5,4,
2_1_5_5,6.909047276,NA,0.0441,partial,,,,,2,1,5,5,
2_1_5_6,9.179265659,0.0254,0.0268,partial,,,,,2,1,5,6,
2_1_5_7,25.25317975,NA,0.0399,partial,,,,,2,1,5,7,
2_1_5_8,6.088312935,NA,0.0433,partial,,,,,2,1,5,8,
2_1_5_9,21.8262539,0.0744,0.0415,partial,,,,,2,1,5,9,
2_1_5_10,8.351331893,NA,0.0446,partial,,,,,2,1,5,10,
2_1_6_1,3.86,0.0128,0.028,partial,,,,,2,1,6,1,
2_1_6_2,3.62,0.0142,0.0344,1,,,,,2,1,6,2,
2_1_6_3,5.84,0.0242,0.0426,partial,,,,,2,1,6,3,
2_1_6_4,8.4,0.0426,0.0215,partial,,,,,2,1,6,4,
2_1_6_5,1.87,0.0068,0.0444,1,,,,,2,1,6,5,
2_1_6_6,7.58,0.0301,0.0457,partial,,,,,2,1,6,6,
2_1_6_7,3.2,0.0129,0.0308,1,,,,,2,1,6,7,
2_1_6_8,2.34,0.0056,0.0257,1,,,,,2,1,6,8,
2_1_6_9,3.62,0.0147,0.0366,1,,,,,2,1,6,9,
2_1_6_10,4.72,0.017,0.0417,6,,,,,2,1,6,10,
2_2_1_1,0.4,0.0094,0.0351,2,,,,,2,2,1,1,
2_2_1_2,0.37,0.0146,0.0313,1,,,,,2,2,1,2,
2_2_1_3,0.52,0.0154,0.0283,1,,,,,2,2,1,3,
2_2_1_4,0.86,0.0218,0.0372,1,,,,,2,2,1,4,
2_2_1_5,0.45,0.0138,0.0364,2,,,,,2,2,1,5,
2_2_1_6,0.37,0.0099,0.0299,2,,,,,2,2,1,6,
2_2_1_7,0.43,0.0121,0.0458,2,,,,,2,2,1,7,
2_2_1_8,0.7,0.0204,0.0246,1,,,,,2,2,1,8,
2_2_1_9,0.56,0.0154,0.0301,2,,,,,2,2,1,9,
2_2_1_10,0.58,0.0168,0.0481,2,yes,yes,,,2,2,1,10,
2_2_2_1,16.38588913,0.16,0.0313,partial,,,yes,,2,2,2,1,
2_2_2_2,9.164866811,0.0801,0.0316,partial,,,,,2,2,2,2,
2_2_2_3,21.25029998,0.1547,0.0239,partial,,,yes,,2,2,2,3,
2_2_2_4,15.63714903,0.1109,0.0228,partial,,,yes,,2,2,2,4,
2_2_2_5,16.60907127,0.1166,0.0242,partial,yes,,yes,,2,2,2,5,
2_2_2_6,15.1787857,0.1338,0.0416,partial,,,yes,,2,2,2,6,
2_2_2_7,22.11663067,0.1604,0.0273,partial,yes,,yes,,2,2,2,7,
2_2_2_8,26.34989201,0.1909,0.0349,partial,,,yes,,2,2,2,8,
2_2_2_9,17.16102712,0.173,0.0352,partial,,,yes,,2,2,2,9,
2_2_2_10,14.4324454,0.1227,0.0279,partial,,,yes,,2,2,2,10,
2_2_3_1,12.43340533,0.0724,0.0262,partial,yes,,,,2,2,3,1,
2_2_3_2,27.64578834,0.1633,0.0404,partial,,,,,2,2,3,2,
2_2_3_3,20.79433645,NA,0.0373,partial,,,,,2,2,3,3,
2_2_3_4,30.54715623,0.1827,0.0322,partial,,,,,2,2,3,4,
2_2_3_5,31.84785217,NA,0.0448,partial,,,,,2,2,3,5,
2_2_3_6,25.5075594,0.1353,0.0252,partial,,,,,2,2,3,6,
2_2_3_7,22.96616271,NA,0.026,partial,,,,,2,2,3,7,
2_2_3_8,17.61699064,NA,0.0215,partial,,,,,2,2,3,8,
2_2_3_9,19.61363091,NA,0.0221,partial,,,,,2,2,3,9,
2_2_3_10,22.32541397,0.1632,0.0274,partial,,,,,2,2,3,10,
2_2_4_1,3.201343892,NA,0.0378,1,,,yes,,2,2,4,1,
2_2_4_2,13.59491241,0.0396,0.0288,partial,,,yes,,2,2,4,2,
2_2_4_3,4.197264219,NA,0.0266,1,,,yes,,2,2,4,3,
2_2_4_4,3.726901848,NA,0.0321,1,,,yes,,2,2,4,4,
2_2_4_5,6.861051116,NA,0.0223,1,,,yes,,2,2,4,5,
2_2_4_6,2.47900168,NA,0.0413,1,,,yes,,2,2,4,6,
2_2_4_7,3.902087833,NA,0.0401,1,,,yes,,2,2,4,7,
2_2_4_8,11.38468922,NA,0.0335,1,,,yes,,2,2,4,8,
2_2_4_9,3.465322774,NA,0.0241,2,,,yes,,2,2,4,9,
2_2_4_10,5.082793377,NA,0.0382,1,,,yes,,2,2,4,10,
2_2_5_1,17.31701464,0.0974,0.0215,partial,,,,,2,2,5,1,
2_2_5_2,13.72690185,0.072,0.0249,partial,,,,,2,2,5,2,
2_2_5_3,11.12071034,0.0627,0.0222,partial,,,yes,,2,2,5,3,
2_2_5_4,12.06863451,0.0533,0.0309,partial,,,yes,,2,2,5,4,
2_2_5_5,6.282697384,0.0316,0.0291,partial,,,,,2,2,5,5,
2_2_5_6,15.57955364,0.0662,0.0323,partial,,,yes,,2,2,5,6,
2_2_5_7,12.33741301,0.0577,0.0354,partial,,,yes,,2,2,5,7,
2_2_5_8,26.65946724,0.0945,0.0292,partial,,,yes,,2,2,5,8,
2_2_5_9,20.65514759,0.063,0.0419,partial,,,yes,,2,2,5,9,
2_2_5_10,10.23518119,0.0292,0.0239,partial,,,yes,,2,2,5,10,
2_2_6_1,5.656347492,NA,0.0292,partial,,,,,2,2,6,1,
2_2_6_2,5.0299976,NA,0.0462,partial,,,,,2,2,6,2,
2_2_6_3,4.974802016,NA,0.0321,partial,,,,,2,2,6,3,
2_2_6_4,2.951763859,NA,0.0246,partial,,,,,2,2,6,4,
2_2_6_5,3.162946964,NA,0.0352,partial,,,,,2,2,6,5,
2_2_6_6,7.878569714,NA,0.0368,partial,,,,,2,2,6,6,
2_2_6_7,7.727381809,NA,0.0439,partial,,,,,2,2,6,7,
2_2_6_8,11.60547156,NA,0.033,partial,,,,,2,2,6,8,
2_2_6_9,4.665226782,NA,0.0321,partial,,,,,2,2,6,9,
2_2_6_10,7.141828654,NA,0.0241,partial,,,,,2,2,6,10,
2_2_7_1,201.6654668,0.8,0.0363,partial,,,yes,,2,2,7,1,
2_2_7_2,85.21238301,0.26,0.0364,partial,,,yes,,2,2,7,2,
2_2_7_3,199.150468,0.78,0.0221,partial,,,yes,,2,2,7,3,
